id,originalexample,originalscore,originallabel,Advexample,Advscore,AdvLabel,Result,status
0,http://ir.netflix.com/,0.05835461616516113,0,http://Ir.netflix.com/,0.9999271631240845,1,SUCCESS,True
1,http://netflix.com,0.05860787630081177,0,HTTP://netflix.com,0.9998207688331604,1,SUCCESS,True
2,http://netflix.com/,0.4193459749221802,0,HTTP://netflix.com/,0.9999289512634277,1,SUCCESS,True
3,http://netflix.com/au/,0.9977253079414368,1,http://netflix.com/au/,0.9977253079414368,1,SKIPPED,True
4,http://netflix.com/login,0.9997606873512268,1,http://netflix.com/login,0.9997606873512268,1,SKIPPED,True
5,http://netflix.com/youraccount,0.9989025592803955,1,http://netflix.com/youraccount,0.9989025592803955,1,SKIPPED,True
6,http://netflix.net,0.8508797883987427,1,http://netflix.net,0.8508797883987427,1,SKIPPED,True
7,http://netflix.net/,0.762464702129364,1,http://netflix.net/,0.762464702129364,1,SKIPPED,True
8,http://netflix.net/au/,0.9966367483139038,1,http://netflix.net/au/,0.9966367483139038,1,SKIPPED,True
9,http://netflix.net/login,0.999834418296814,1,http://netflix.net/login,0.999834418296814,1,SKIPPED,True
10,http://netflix.net/redeem,0.9830259680747986,1,http://netflix.net/redeem,0.9830259680747986,1,SKIPPED,True
11,http://netflix.net/youraccount,0.9968670010566711,1,http://netflix.net/youraccount,0.9968670010566711,1,SKIPPED,True
12,https://help.netflix.com,0.9997976422309875,1,https://help.netflix.com,0.9997976422309875,1,SKIPPED,True
13,https://media.netflix.com/,0.9995751976966858,1,https://media.netflix.com/,0.9995751976966858,1,SKIPPED,True
14,https://netflix.com,0.9996918439865112,1,https://netflix.com,0.9996918439865112,1,SKIPPED,True
15,https://netflix.com/au/,0.9999868869781494,1,https://netflix.com/au/,0.9999868869781494,1,SKIPPED,True
16,chrome.google.com/extensions,0.02707374095916748,0,chrome.google.com/propagation,0.8300571441650391,1,SUCCESS,False
17,chrome.google.com/webstore/detail/nolijncfnkgaikbjbdaogikpmpbdcdef,0.9793483018875122,1,chrome.google.com/webstore/detail/nolijncfnkgaikbjbdaogikpmpbdcdef,0.9793483018875122,1,SKIPPED,False
18,code.google.com/android/,0.017306029796600342,0,codification.Google.com/android/,0.687775731086731,1,SUCCESS,False
19,code.google.com/chromium/,0.014864861965179443,0,codification.Google.com/chromium/,0.767193078994751,1,SUCCESS,False
20,code.google.com/edu/submissions/waterloo-concurrent/index.html,0.028562963008880615,0,codification.google.com/edu/compliance/waterloo-concurrent/index.html,0.8627557754516602,1,SUCCESS,False
21,code.google.com/intl/fr/apis/gdata/articles/gdata_on_rails.html,0.9121925830841064,1,code.google.com/intl/fr/apis/gdata/articles/gdata_on_rails.html,0.9121925830841064,1,SKIPPED,False
22,code.google.com/p/amop/,0.06457650661468506,0,code.Google.com/p/amop/,0.8354976177215576,1,SUCCESS,False
23,code.google.com/p/apsw/,0.041091978549957275,0,codification.Google.com/p/apsw/,0.9214476943016052,1,SUCCESS,False
24,code.google.com/p/canopy-httpd/,0.048696160316467285,0,codification.google.com/p/canopy-httpd/,0.5431475639343262,1,SUCCESS,False
25,code.google.com/p/compcache/,0.1749122142791748,0,codification.google.com/p/compcache/,0.9581944346427917,1,SUCCESS,False
26,code.google.com/p/cryptsetup/,0.45228058099746704,0,codification.google.com/p/cryptsetup/,0.9802866578102112,1,SUCCESS,False
27,code.google.com/p/dcsharp/,0.07586425542831421,0,codification.google.com/p/dcsharp/,0.8809595704078674,1,SUCCESS,False
28,code.google.com/p/epic-win32/,0.03196650743484497,0,codification.Google.com/p/epic-win32/,0.8397557139396667,1,SUCCESS,False
29,code.google.com/p/evennia/,0.009572148323059082,0,codification.Google.com/p/evennia/,0.7043687701225281,1,SUCCESS,False
30,code.google.com/p/f90tohtml/,0.03252595663070679,0,codification.Google.com/p/f90tohtml/,0.8891066312789917,1,SUCCESS,False
31,code.google.com/p/fanntool/,0.0321388840675354,0,codification.Google.com/p/fanntool/,0.9272616505622864,1,SUCCESS,False
32,code.google.com/p/favloc/,0.04293030500411987,0,codification.Google.com/p/favloc/,0.9336386322975159,1,SUCCESS,False
33,code.google.com/p/ffl/,0.02757441997528076,0,code.Google.com/p/ffl/,0.604866087436676,1,SUCCESS,False
34,code.google.com/p/foraytool/,0.1186906099319458,0,code.Google.com/p/foraytool/,0.9076250195503235,1,SUCCESS,False
35,code.google.com/p/foxreplace/,0.07558029890060425,0,codification.google.com/p/foxreplace/,0.8024967312812805,1,SUCCESS,False
36,code.google.com/p/fuel-scm/,0.06302255392074585,0,codification.Google.com/p/fuel-scm/,0.907138466835022,1,SUCCESS,False
