id,originalexample,originalscore,originallabel,Advexample,Advscore,AdvLabel,Result,status,domainchanged,tldchanged
0,http://ir.netflix.com/,0.05835461616516113,0,httm://ir.netflix.co/,0.9680077433586121,1,SUCCESS,False,False,True
1,http://netflix.com,0.05860787630081177,0,httP://netflix.com,0.9471450448036194,1,SUCCESS,True,False,False
2,http://netflix.com/,0.4193459749221802,0,Ehttp://netflix.com/,0.9967148303985596,1,SUCCESS,False,False,False
3,http://netflix.com/au/,0.9977253079414368,1,http://netflix.com/au/,0.9977253079414368,1,SKIPPED,True,False,False
4,http://netflix.com/login,0.9997606873512268,1,http://netflix.com/login,0.9997606873512268,1,SKIPPED,True,False,False
5,http://netflix.com/youraccount,0.9989025592803955,1,http://netflix.com/youraccount,0.9989025592803955,1,SKIPPED,True,False,False
6,http://netflix.net,0.8508797883987427,1,http://netflix.net,0.8508797883987427,1,SKIPPED,True,False,False
7,http://netflix.net/,0.762464702129364,1,http://netflix.net/,0.762464702129364,1,SKIPPED,True,False,False
8,http://netflix.net/au/,0.9966367483139038,1,http://netflix.net/au/,0.9966367483139038,1,SKIPPED,True,False,False
9,http://netflix.net/login,0.999834418296814,1,http://netflix.net/login,0.999834418296814,1,SKIPPED,True,False,False
10,http://netflix.net/redeem,0.9830259680747986,1,http://netflix.net/redeem,0.9830259680747986,1,SKIPPED,True,False,False
11,http://netflix.net/youraccount,0.9968670010566711,1,http://netflix.net/youraccount,0.9968670010566711,1,SKIPPED,True,False,False
12,https://help.netflix.com,0.9997976422309875,1,https://help.netflix.com,0.9997976422309875,1,SKIPPED,True,False,False
13,https://media.netflix.com/,0.9995751976966858,1,https://media.netflix.com/,0.9995751976966858,1,SKIPPED,True,False,False
14,https://netflix.com,0.9996918439865112,1,https://netflix.com,0.9996918439865112,1,SKIPPED,True,False,False
15,https://netflix.com/au/,0.9999868869781494,1,https://netflix.com/au/,0.9999868869781494,1,SKIPPED,True,False,False
